hate_speech,counter_narrative,target,opposition,relatedness,specificity,toxicity,fluency
"Since Jews think they are the “chosen people”, they ask for special privileges and believe they can be above the rules.","Believing in being ""chosen"" is about spiritual responsibility, not superiority or special privileges. Jewish teachings emphasize justice, kindness, and humility, which are values that benefit everyone. Let's focus on what unites us rather than spreading misconceptions.",JEWS,5,5,4,5,5
"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” is inherited through blood.","Genetics doesn't determine beliefs or values; Jewish identity is a rich tapestry of culture, history, and faith, not something passed down in DNA. Isn't it amazing how diverse and unique every individual is, regardless of their background?",JEWS,5,5,4,5,5
"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood.","Claiming that malevolence is inherited through blood is as scientifically valid as saying unicorns are real. Jewish identity, like any cultural or religious identity, is about shared beliefs and traditions, not genetics. Let's celebrate diversity and the rich tapestry of human culture instead of spreading baseless myths.",JEWS,5,5,4,5,5
Jews had advance knowledge of the 9/11 attacks and said nothing.,"Blaming an entire community for a tragedy is not only baseless but also deeply harmful. The 9/11 attacks were a result of extremist actions, not a conspiracy involving innocent people. Let's focus on unity and understanding rather than spreading unfounded accusations.",JEWS,5,5,4,5,5
Only Jews could have been smart enough to plan and execute such a complicated and intricate plot as 9/11,"Blaming an entire group for a tragedy is not only baseless but also harmful. The 9/11 attacks were orchestrated by a terrorist group, not a religious or ethnic community. Let's focus on facts and work towards understanding and unity instead of spreading unfounded stereotypes.",JEWS,5,5,4,5,5
"The British people should have right to social housing, not immigrants.","Social housing is designed to support those in need, regardless of their background. Immigrants often contribute significantly to the economy and society, paying taxes that help fund public services, including housing. Prioritizing compassion and inclusivity strengthens communities for everyone.",MIGRANTS,5,5,4,5,5
"British people should have right to social housing, not immigrants.","Social housing is about supporting those in need, regardless of where they come from. Immigrants often contribute significantly to the economy and society, and they deserve the same compassion and support as anyone else. Let's focus on building a community where everyone has a fair chance at a safe home.",MIGRANTS,5,5,4,5,5
"Without migration, Britain’s housing problems would be solved","Blaming migration for housing issues ignores the real culprits: lack of investment in affordable housing and policy failures. Migrants contribute significantly to the economy, often filling essential roles that keep the country running smoothly. Let's focus on solutions that address the root causes rather than scapegoating.",MIGRANTS,5,5,4,5,5
Migrants without permission to stay can still access our welfare,"Welfare systems are designed to support those in need, and the idea that migrants are exploiting them is a myth. In reality, migrants often contribute more in taxes than they receive in benefits. Let's focus on building communities where everyone has the opportunity to thrive.",MIGRANTS,5,5,4,5,5
Asylum seekers and refugees get free council housing,"Refugees and asylum seekers don't get free housing; they often face long waits and tough conditions. The real issue is the lack of affordable housing for everyone, not just those seeking safety. Let's focus on solutions that benefit all communities.",MIGRANTS,5,5,4,5,5
Asylum seekers and refugees can get free council housing,"Refugees and asylum seekers often face long waits and strict eligibility criteria for housing, just like everyone else. The idea of ""free council housing"" is a myth; they are subject to the same housing policies and challenges as other residents. Let's focus on supporting those in need rather than spreading misinformation.",MIGRANTS,5,5,4,5,5
